title,view_count,tags,duration,duration_string,channel,channel_url,channel_follower_count
ROSÉ & Bruno Mars - APT. (Official Music Video),2009014557,YG Entertainment;YG;와이지;K-pop;BLACKPINK;블랙핑크;블핑;로제;Rosé;BLINK;블링크;bruno mars;APT.;apt;apartment game;meet me at the;meet me at the apt;bruno mars rose apt;rose;rosesarerosie;rose apt;rose apt music video;rose apt video;rose bruno mars;rose bruno mars kiss;rose kiss,173,2:53,ROSÉ,https://www.youtube.com/channel/UCBo1hnzxV9rz3WVsv__Rn1g,19200000
"Lady Gaga, Bruno Mars - Die With A Smile (Official Music Video)",1324833300,Lady Gaga;Bruno Mars;Interscope;Pop,252,4:12,Lady Gaga,https://www.youtube.com/channel/UC07Kxew-cMIaykMOkzqHtBQ,29600000
Reneé Rapp - Leave Me Alone (Official Music Video),2536628,Reneé Rapp;Interscope Records;Pop,160,2:40,Reneé Rapp,https://www.youtube.com/channel/UCZy4ki_L4bzw9LdJ1TgQy6Q,408000
Billie Eilish - BIRDS OF A FEATHER (Official Music Video),558329099,Billie Eilish;Darkroom/Interscope Records;Alternative,231,3:51,Billie Eilish,https://www.youtube.com/channel/UCDGmojLIoWpXok597xYo8cg,56800000
Reneé Rapp - Mad (Official Music Video),2113548,Reneé Rapp;Interscope Records;Pop,180,3:00,Reneé Rapp,https://www.youtube.com/channel/UCZy4ki_L4bzw9LdJ1TgQy6Q,408000
Sabrina Carpenter - Espresso,472570966,Sabrina Carpenter;Island Records;Pop,201,3:21,Sabrina Carpenter,https://www.youtube.com/channel/UC4mYKePIas5YgGfYZ2J2OxQ,12300000
Lady Gaga - Abracadabra (Official Music Video),191073418,Lady Gaga;Interscope Records;Pop;lady gaga abracadabra;lady gaga abracadabra lg7;lady gaga abracadabra tradução;lady gaga abracadabra traducao;lady gaga brasil;lady gaga copacabana;abracadabra musica;abracadabra música;lady gaga abracadabra legendado;レディー・ガガ;레이디 가가;女神卡卡;嘎嘎小姐;abracadabra;2025;mayhem,269,4:29,Lady Gaga,https://www.youtube.com/channel/UC07Kxew-cMIaykMOkzqHtBQ,29600000
Ed Sheeran - Sapphire (Official Music Video),184696317,edsheeran;ed sheeran;acoustic;live;cover;official;remix;official video;lyrics;session;ed sheeran sapphire;ed sheeran india;sapphire;ed sheeran music video;ed sheeran video;ed sheeran play;ed sheeran sapphire lyrics;sapphire lyrics;sapphire music video;ed sheeran sapphire india;sapphire india;sapphire official music video;sapphire ed sheeran;ed sheeran official video;sapphire play;official music video;sapphire lyrics ed sheeran;arijit singh,183,3:03,Ed Sheeran,https://www.youtube.com/channel/UC0C-w0YjGpqDXGB8IHb662A,58500000
yung kai - blue (official music video),187281056,yung kai;blue;tiktok viral;tik tok;wave to earth;keshi;beabadoobee;laufey;mxmtoon;w2e;kpop;yung kai blue;blue yung kai;kai blue;blue kai;wild flower;wildflower;yung kai wildflower;wildflower yung kai;blue official music video;blue music vide;blue audio;blue official audio;blue lyrics,221,3:41,yung kai,https://www.youtube.com/channel/UCy1FLad-XXw7QZGNuNIuMow,1220000
Billie Eilish - WILDFLOWER (BILLIE BY FINNEAS),40408980,Billie Eilish;Darkroom/Interscope Records;Alternative,261,4:21,Billie Eilish,https://www.youtube.com/channel/UCDGmojLIoWpXok597xYo8cg,56800000
Zillionaire Doe - How It's Going (Official Video),1198540,,152,2:32,Zillionaire Doe ,https://www.youtube.com/channel/UCbVdo2e1hDYR95X53ttMbTg,142000
Alex Warren - Ordinary (Official Video),147871443,,187,3:07,Alex Warren,https://www.youtube.com/channel/UCX2Pm1JoWF3chsVOR9e1hbQ,4050000
Kendrick Lamar - luther (Official Audio),142084039,,178,2:58,Kendrick Lamar,https://www.youtube.com/channel/UC3lBXcrKFnFAFkfVk5WuKcQ,19700000
Shaboozey - A Bar Song (Tipsy) [Official Visualizer],288277902,Shaboozey;Bar;Song;(Tipsy);[Official;Visualizer];American;Dogwood;EMPIRE;Country;Bar Song;Bar Song (Tipsy);Tipsy;Shaboozey Bar Song;Shaboozey Tipsy;Shaboozey 2024;Shaboozey new song;Shaboozey Bar Song (Tipsy) lyrics;Shaboozey Tipsy lyrics;Shaboozey Bar Song lyrics;Shaboozey music;Shaboozey music video;Bar Song (Tipsy) song;Bar Song song;Tipsy song;Bar Song (Tipsy) songs;Bar Song songs;Tipsy songs;Shaboozey video,173,2:53,Shaboozey,https://www.youtube.com/channel/UCmdsVknXGS2145yy8eQvplw,955000
Kendrick Lamar - Not Like Us,397228595,"Kendrick Lamar;Kendrick Lamar, under exclusive license to Interscope Records;Hip Hop",354,5:54,Kendrick Lamar,https://www.youtube.com/channel/UCoYfzC2zMlc9M-Odgaf6OSg,19700000
LISA - BORN AGAIN feat. Doja Cat & RAYE (Official Music Video),115058148,Blackpink;Lisa;Music;Fashion;K-Pop;kpop;LLoud;dance;dancing;lili;lilifilms;korea;Doja Cat;RAYE;Born Again LISA;Born Again Doja Cat;Born Again RAYE;LISA Doja Cat;If you tried just a little more hard;Made you a believer;Every single night;To be born again;lillies;blinks;ลิซ่า;เกิดใหม่;다시 태어나다;แบล็กพิงก์;블랙핑크;ลลาว;라우드;ร็อกสตาร์;락스타;เงิน;머니;โดจา แคท;도자 캣;เรย์;레이;ผู้หญิงยุคใหม่;New Woman;Rockstar;Money;Alter Ego;LISA Alter Ego,244,4:04,LLOUD Official,https://www.youtube.com/channel/UC6-BgjsBa5R3PZQ_kZ8hKPg,8080000
C'zah - Vent | Official Music Video,12089,dancehall;reggae;onerpm;Music;official;audio;video;jamaica;reggae music;dancehall 2025 mix;new music;trop life;dancehall music;reggae 2025;trending;jamaican;caribbean music;trinidad and tobago;trap;best dancehall;trending music;YouTube music;2025,189,3:09,C'zah,https://www.youtube.com/channel/UCrhnxJJV7DZfpbHh4iWjHNQ,1320
Lola Young - Messy (Official Video),110991682,lola young;lolayoung;#lolayoung;lola young music;lola young video;messy;lola young messy;messy lola young;lola young lyrics;lola young messy lyrics;messy lyrics;messy lola young lyrics;lola young conceited;lola messy;messy lola;lola;flicker of light lola young;lola young wish you were dead;lola young don't hate me;lola young messi;messy song;i'm too messy;cause i'm too messy;i'm too messy and then i'm too clean,284,4:44,Lola Young,https://www.youtube.com/channel/UCl1xqndU6q93JAwny39BmHw,565000
Teddy Swims - Bad Dreams (Official Music Video),160421970,teddy swims;lose control;lose control live performance;teddy swims lose control;teddy swims lyrics;teddy;swims;lose;control;teddy swims lyric video;soul music;soul artist;teddy swims busking;teddy swims viral video;bad dreams;teddy bad dreams;teddy swims bad dreams;bad dreams release;good dreams;teddy swims nightmares,185,3:05,Teddy Swims,https://www.youtube.com/channel/UCb-ikMqe9iS8GjG7WgGwCrQ,6070000
"JENNIE, Doechii - ExtraL (Official Video)",92973980,JENNIE;Jennie Kim;JENNIE MV;JENNIE Solo;ZEN;Ruby;JENNIE Ruby;Mantra;JENNIE Album;JENNIE New Music;JENNIE New Song;This That Pretty Girl Mantra;JENNIE Mantra;JENNIE from BLACKPINK;BLACKPINK;BLACKPINK JENNIE;Dance;Fashion;KPop;BLINKs;OddAtelier;Odd Atelier;Love Hangover;Love Hangover Lyrics;JENNIE Lyrics;JENNIE Doechii;JENNIE ExtraL;JENNIE XL;Doechii XL;Do My Ladies Run This;Cole Bennet;Lyrical Lemonade;JENNIE Rap;JENNIE Rapping,221,3:41,JENNIE,https://www.youtube.com/channel/UCN9_L9lA9kqJbGANLRus_1A,16100000
Sabrina Carpenter - Please Please Please,253618903,Sabrina Carpenter;Island Records;Pop,263,4:23,Sabrina Carpenter,https://www.youtube.com/channel/UC4mYKePIas5YgGfYZ2J2OxQ,12300000
JWAVY - SUNSET (FEAT. MARIBASED1) [MUSIC VIDEO],7805,Seattle music;Hiphop;rap;underground scene;independent artist;music;sunset;summertime;sun;Jwavy;maribased1;Seattle music is real;food;animals;cheep;music video;podcast;tv;west coast;east coast;northwest;dirty south;sports;travel;Facebook;TikTok;YouTube;reels;shorts;shortz;fights;shooting;march;cat;dog;animation;animated;amine;anime;power rangers;Pokémon,191,3:11,S.M.I.R Seattle Music Is Real,https://www.youtube.com/channel/UCPBBdCqnlw2C0iCZfu5gbIw,14800
Tommy Richman - MILLION DOLLAR BABY (Official Lyric Video) SHOT BY BELVEDERE,45822601,,156,2:36,Tommy Richman,https://www.youtube.com/channel/UC7eumlwt8zpmN5ECgjlJS4A,655000
Sabrina Carpenter - Manchild (Official Video),80889460,Sabrina Carpenter;Island Records;Pop;Manchild;New Music;2025,236,3:56,Sabrina Carpenter,https://www.youtube.com/channel/UC4mYKePIas5YgGfYZ2J2OxQ,12300000
Doechii - Anxiety (Official Video),51336708,Doechii;Top Dawg Entertainment/Capitol Records;Hip Hop,252,4:12,Doechii,https://www.youtube.com/channel/UC9bzTEvPeXjS6uyirHHRIvw,3140000
"Adam Port, Stryv - Move feat. Malachiii (Extended Version)",87005996,,353,5:53,keinemusik,https://www.youtube.com/channel/UCYzx8QoAiRb69fEgyBInAug,255000
Tutipsy & Niickii - Afro Disco (Visualizer),17322,,154,2:34,NIICKII,https://www.youtube.com/channel/UChcyluLsfj0geOTyuFbakEg,47
Billie Eilish - CHIHIRO (Official Music Video),148501523,Billie Eilish;Darkroom/Interscope Records;Alternative,324,5:24,Billie Eilish,https://www.youtube.com/channel/UCDGmojLIoWpXok597xYo8cg,56800000
Sabrina Carpenter - Taste (Official Video),210275500,Sabrina Carpenter;Island Records;Pop,198,3:18,Sabrina Carpenter,https://www.youtube.com/channel/UC4mYKePIas5YgGfYZ2J2OxQ,12300000
Post Malone - I Had Some Help (feat. Morgan Wallen) (Official Video),209840684,Post Malone;Morgan Wallen;Country;post malone morgan wallen;post malone had some help;had some help;had some help post malone;had some help morgan wallen;morgan wallen post malone;morgan wallen had some help;post malone morgan wallen had some help,201,3:21,Post Malone,https://www.youtube.com/channel/UCOhtMAg7xh8wv_wUHMgFc-Q,28400000
Gracie Abrams - That’s So True (Official Lyric Video),28007213,Gracie Abrams;under exclusive license to Interscope Records;Pop,166,2:46,Gracie Abrams,https://www.youtube.com/channel/UCVFRVXH1hRoWkmpKCRmLMiQ,1770000
NIGHT SKIES (Official Music Video),6605,,137,2:17,Chxnny,https://www.youtube.com/channel/UCcA274LONuELr75YPaWi1-g,3630
SEVDALIZA - ALIBI FT. PABLLO VITTAR & YSEULT (OFFICIAL MUSIC VIDEO),236500879,,193,3:13,Sevdaliza,https://www.youtube.com/channel/UCONnf7g7QfOqzM3etLECtUA,1230000
